date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:25	430200/430200	---M--	200	added ('OK')	text/html	etag:%2269078-5dbde272c7180%22	https://mojtababagheri.ir/assets/fonts/fa/fa-duotone-900.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-duotone-900.html	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:26	13057/13057	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2009:30:17%20GMT	https://mojtababagheri.ir/project/	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/project/index.html	(from https://mojtababagheri.ir/)
13:00:27	424536/424536	---M--	200	added ('OK')	text/html	etag:%2267a58-5dbde270ded00%22	https://mojtababagheri.ir/assets/fonts/fa/fa-light-300.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-light-300.html	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:27	17861/17861	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2009:30:18%20GMT	https://mojtababagheri.ir/newsletter/	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/newsletter/index.html	(from https://mojtababagheri.ir/)
13:00:27	1235716/1235716	---M--	200	added ('OK')	application/x-font-ttf	etag:%2212db04-5dbde274af600%22	https://mojtababagheri.ir/assets/fonts/fa/fa-duotone-900.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-duotone-900.ttf	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:28	10755/10755	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2009:30:19%20GMT	https://mojtababagheri.ir/message/	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/message/index.html	(from https://mojtababagheri.ir/)
13:00:29	329204/329204	---M--	200	added ('OK')	text/html	etag:%22505f4-5dbde27e38c80%22	https://mojtababagheri.ir/assets/fonts/fa/fa-solid-900.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-solid-900.html	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:33	388900/388900	---M--	200	added ('OK')	text/html	etag:%225ef24-5dbde28021100%22	https://mojtababagheri.ir/assets/fonts/fa/fa-regular-400.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-regular-400.html	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:33	977380/977380	---M--	200	added ('OK')	application/x-font-ttf	etag:%22ee9e4-5dbde28021100%22	https://mojtababagheri.ir/assets/fonts/fa/fa-regular-400.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-regular-400.ttf	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:33	1100404/1100404	---M--	200	added ('OK')	application/x-font-ttf	etag:%2210ca74-5dbde28209580%22	https://mojtababagheri.ir/assets/fonts/fa/fa-light-300.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-light-300.ttf	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
